fw	class	nMethods	nPorted
Flexo	FFAudioEffectNode	1	0
Flexo	FFEffectWarningController	1	0
Flexo	FFRateConformAudioEffectNode	1	0
Flexo	FFRateConformEffectNode	1	0
Flexo	FFRetimingAudioEffectNode	1	0
Flexo	FFRetimingEffectNode	1	0
Flexo	FFBladeSpeedBeatDetectionAlert	1	0
Flexo	FFUpdateBeatGridCollectionStateActionHook	1	0
Flexo	FFImageColorDescription	1	0
Flexo	FFImageOutputFormat	1	0
Flexo	FFIMovieIOSEditTransformer	1	0
Flexo	FFAddEffectComponentChooserTextLabel	1	0
Flexo	FFAudioAnalysisConfigEffectLabelController	1	0
Flexo	FFAudioEnhancementsBrickGroupController	1	0
Flexo	FFInspectorRoleColorEnableButton	1	0
Flexo	FFAudioComponentsConfigText	1	0
Flexo	FFAudioComponentsSelectionRing	1	0
Flexo	FFAudioPanSettingsLabelController	1	0
Flexo	FFAudioPanSettingsFolderGroupController	1	0
Flexo	_FFComparePickerPanel	1	0
Flexo	FFDataListHeaderView	1	0
Flexo	FFDataListPaneCapView	1	0
Flexo	FFEffectLibraryIconLayerDelegate	1	0
Flexo	FFInspectorAudioBadgeChanLabelController	1	0
Flexo	FFAudioEffectPlaceholderView	1	0
Flexo	FFAudioEffectPlaceholderViewController	1	0
Flexo	FFInspectorAudioVolumeController	1	0
Flexo	FFInspectorAudioVolumeBrickController	1	0
Flexo	FFInspectorTemperatureParameterController	1	0
Flexo	FFInspectorExposureOffsetParameterController	1	0
Flexo	FFInspectorTintColorParameterController	1	0
Flexo	_FFInspectorTokenFieldCell	1	0
Flexo	_FFInspectorMetaDataTextFieldCell	1	0
Flexo	FFInspectorMetaDataTextField	1	0
Flexo	FFInspectorTriangleDisclosureButton	1	0
Flexo	FFInspectorControllerFrameDrawerLayer	1	0
Flexo	FFInspectorFileInfoContainerTile	1	0
Flexo	FFInspectorFileInfoCollapsableContainerTile	1	0
Flexo	FFInspectorModuleAudioComponentsFlippedView	1	0
Flexo	FFInspectorModuleAudioComponentsRootView	1	0
Flexo	FFInspectorAudioComponentsHeaderViewController	1	0
Flexo	FFInspectorModuleAudioVolumeChannels	1	0
Flexo	FFInspectorColorController	1	0
Flexo	_FFColorHeaderPopUpButtonCell	1	0
Flexo	_FFMetadataNullModelLocking	1	0
Flexo	_FFMetadataBooleanItem	1	0
Flexo	_FFMetadataEnumItem	1	0
Flexo	_FFMetadataStringItem	1	0
Flexo	_FFMetadataStaticStringItem	1	0
Flexo	_FFMetadataTimeItem	1	0
Flexo	_FFMetadataTintColorItem	1	0
Flexo	_FFMetadataRatingItem	1	0
Flexo	_FFMetadataHeadlessContainerController	1	0
Flexo	_FFProjectPropertiesTextParameterController	1	0
Flexo	_FFProjectSharingContainerController	1	0
Flexo	_FFProjectSharingEnumItem	1	0
Flexo	_FFProjectSharingStringItem	1	0
Flexo	FFDividerView	1	0
Flexo	FFInspectorModuleTextField	1	0
Flexo	FFInspectorControllerStackView	1	0
Flexo	FFInspectorOutlineView	1	0
Flexo	FFInspectorTabView	1	0
Flexo	FFInspectorUserEffectsFolderGroupController	1	0
Flexo	FFColumnSetModuleLayoutDisplayName	1	0
Flexo	FFColumnSetEditorSortDescriptor	1	0
Flexo	FFEventLibraryHeaderBackgroundView	1	0
Flexo	FFFilterHUDWindow	1	0
Flexo	FFOrganizerFilterHUDWindowModule	1	0
Flexo	FFFilterHudTileView	1	0
Flexo	FFOrganizerFilmListTableCellView	1	0
Flexo	FFOrganizerFilmListTextField	1	0
Flexo	FFOrganizerFilmListOutlineTableHeaderCell	1	0
Flexo	FFClusterHeaderItemCountLayer	1	0
Flexo	FFOrganizerNoTickSliderCell	1	0
Flexo	FFOrganizerZoomBezelSegmentedControl	1	0
Flexo	FFOrganizerFilmstripModuleUnderlyingView	1	0
Flexo	FFTapeBottomView	1	0
Flexo	FFImportPaneCapView	1	0
Flexo	FFImportTapeControlsContainerView	1	0
Flexo	_FFExternalServiceHostingWindow	1	0
Flexo	FFMDITunesModule	1	0
Flexo	FFMDMusicLibraryModule	1	0
Flexo	FFMDPopUpButton	1	0
Flexo	FFMDPhotoFrameBackgroundLayer	1	0
Flexo	FFMDPhotoLibraryHeaderButton	1	0
Flexo	FFAlwaysHitButton	1	0
Flexo	FFMDToggleSidebarModule	1	0
Flexo	FFProjectExtrasTitlesCategoryNode	1	0
Flexo	FFProjectExtrasGeneratorsCategoryNode	1	0
Flexo	FFOrganizerLinenBackground	1	0
Flexo	FFOrganizerInactiveTableHeaderView	1	0
Flexo	DatePickerWithEscapeFixed	1	0
Flexo	FFPasteEffectsListView	1	0
Flexo	FFPasteEffectsBox	1	0
Flexo	_FFPlayerModuleLineView	1	0
Flexo	FFProSplitView	1	0
Flexo	FFVoiceOverLibraryRolesMenuContext	1	0
Flexo	FFShareDestinationAddView	1	0
Flexo	FFShareSeparatorView	1	0
Flexo	FFSharePixelmatorDestinationController	1	0
Flexo	FFShareDestinationTheaterController	1	0
Flexo	FFShareDestinationVideoResolutionMenuMakerMasteringAudio	1	0
Flexo	FFTheaterEmptyStateButtonLabelLayer	1	0
Flexo	FFTheaterDateFormatter	1	0
Flexo	FFHistogramBackgroundLayer	1	0
Flexo	FFWaveformYUnitPQTextLayer	1	0
Flexo	FFWaveformTransientYUnitTextLayer	1	0
Flexo	FFAudioEffectHeaderView	1	0
Flexo	FFAudioEffectContentView	1	0
Flexo	FFChangeAffectsTranscodedMediaWarning	1	0
Flexo	LKViewModule	1	0
Flexo	LKWindowModule	1	0
Flexo	RAWSettingsLineSeparatorView	1	0
Flexo	FFRAWSettingsControllerBase	1	0
Flexo	_REDRAWSettingsLineSeparatorView	1	0
Flexo	FFAddMaskButton	1	0
Flexo	FFVTRAWProcessorSettingsControllerFactory	1	0
Flexo	FFVTRAWHUDControllerFactory	1	0
Flexo	VTRAWScroller	1	0
Flexo	VTRAWFlippedView	1	0
Flexo	FFProjectInfoOSCBackgroundView	1	0
Flexo	FFAudioSplitDisabledLayer	1	0
Flexo	TLKTimelineView	1	0
Flexo	FFStreamOptions	1	0
Flexo	FFCurveEditorButtonLayer	1	0
Flexo	FFCurveEditorForegroundMaskLayer	1	0
Flexo	FFVideoKeyframeEditorRangeSelectionOverlayLayer	1	0
Flexo	FFSegmentationPropagationStartLayer	1	0
Flexo	FFCSDestinationPopoverDView	1	0
Flexo	FFShareDestinationMenuNameFormatter	1	0
Flexo	FFAdjustmentToolLabel	1	0
Flexo	FFFontSettingsSegmentedControl	1	0
Flexo	FFFontSettingsSegmentedCell	1	0
Flexo	FFNumbersOnlyNumberFormatter	1	0
Flexo	FFIntegerOnlyNumberFormatter	1	0
Flexo	FFShareInfoView	1	0
Flexo	FFShareSettingsView	1	0
Flexo	FFSharePanelRolesListAudioHeaderBrickViewController	1	0
Flexo	FFSharePanelRolesListVideoHeaderBrickViewController	1	0
Flexo	FFSharePanelAddRolePopupButtonCell	1	0
Flexo	FFSharePanelRolesTreeBuilder_Empty	1	0
Flexo	LKTimecode	1	0
Flexo	FFCancelablePromise	1	0
Flexo	FFShareFooterView	1	0
Flexo	NSSet	1	0
Flexo	NSBitmapImageRep	1	0
Flexo	FMSong	1	0
Flexo	PHAssetCollection	1	0
Flexo	FFPaginatedOutlineView	1	0
Flexo	FFMDUIUtilities	1	0
Flexo	FFDefaultNotificationAuthorizationProvider	1	0
Flexo	FFProgressIndicator	1	0
Flexo	FFTaskProgressViewController	1	0
Flexo	NSSegmentedCell	1	0
Flexo	FFITTCharacterMapper	1	0
Flexo	FFDestAudioAnalyzerController	1	0
Flexo	FFIXParameterStringFormatter	1	0
Flexo	FFIXParameterValueFormatter	1	0
Flexo	CHChannelDouble	1	0
Flexo	CHChannelEnum	1	0
Helium	HGRef<HGParamField>* std::__1::vector<HGRef<HGParamField>, std::__1::allocator<HGRef<HGParamField>>>	1	0
Helium	std::__1::__split_buffer<HGRef<HGParamField>, std::__1::allocator<HGRef<HGParamField>>&>	1	0
Helium	std::length_error	1	0
Helium	std	1	0
Helium	std::__1::__exception_guard_exceptions<std::__1::_AllocatorDestroyRangeReverse<std::__1::allocator<HGRef<HGParamField>>, HGRef<HGParamField>*>>	1	0
Helium	reorient_util	1	0
Helium	std::__1::shared_ptr<HGRAWRendererBase>	1	0
Helium	std::__1::shared_ptr<HGPRRawSdkRendererBase>	1	0
Helium	std::__1::shared_ptr<HGVTRAWProcessorRendererBase>	1	0
Helium	std::__1::shared_ptr<HGCPUComputeDevice const>	1	0
Helium	std::__1::shared_ptr<HGPool::ServicingPolicy>	1	0
Helium	std::__1::shared_ptr<HGPool::AllocationPolicy<HGMetalHeapPool::Descriptor>>	1	0
Helium	std::__1::shared_ptr<HGPool::AllocationPolicy<HGMetalBufferPool::Descriptor>>	1	0
Helium	std::__1::shared_ptr<HGPool::AllocationPolicy<HGMetalTexturePool::Descriptor>>	1	0
Helium	std::__1::shared_ptr<HGPool::FixedServicingPolicy>	1	0
Helium	std::__1::shared_ptr<HGPool::FixedGroupServicingPolicy>	1	0
Helium	std::__1::shared_ptr<HGPool::FixedTotalUsageServicingPolicy>	1	0
Helium	std::__1::shared_ptr<HGPool::Allocator<__CVBuffer*, HGCVPixelBufferPool::Descriptor>>	1	0
Helium	std::__1::shared_ptr<HGPool::Allocator<id<MTLHeap>, HGMetalHeapPool::Descriptor>>	1	0
Helium	std::__1::shared_ptr<HGPool::Allocator<id<MTLBuffer>, HGMetalBufferPool::Descriptor>>	1	0
Helium	std::__1::shared_ptr<HGPool::Allocator<id<MTLBuffer>, HGMetalBufferWrapperInfinipool::Descriptor>>	1	0
Helium	std::__1::shared_ptr<HGPool::Allocator<id<MTLTexture>, HGMetalTexturePool::Descriptor>>	1	0
Helium	std::__1::shared_ptr<HGPool::Allocator<id<MTLTexture>, HGMetalTextureWrapperInfinipool::Descriptor>>	1	0
Helium	HGSignPost::EventScopeGuard	1	0
Helium	PBOStrategy::PBOTilingPolicy	1	0
Helium	PBOStrategy::Pipeliner	1	0
Helium	std::__1::vector<HGBitmap*, std::__1::allocator<HGBitmap*>>	1	0
Helium	void std::__1::__introsort<std::__1::_ClassicAlgPolicy, std::__1	1	0
Helium	bool std::__1::__insertion_sort_incomplete[abi:nqe210106]<std::__1::_ClassicAlgPolicy, std::__1	1	0
Helium	HGBitmap** std::__1::__partial_sort_impl[abi:nqe210106]<std::__1::_ClassicAlgPolicy, std::__1	1	0
Helium	std::__1::__split_buffer<HGRef<HGBitmap>, std::__1::allocator<HGRef<HGBitmap>>&>	1	0
Helium	std::__1::__exception_guard_exceptions<std::__1::_AllocatorDestroyRangeReverse<std::__1::allocator<HGRef<HGBitmap>>, HGRef<HGBitmap>*>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<HGMetalDeviceInfo const*, HGRef<HGMetalContext>>, std::__1::__map_value_compare<HGMetalDeviceInfo const*, std::__1::pair<HGMetalDeviceInfo const* const, HGRef<HGMetalContext>>, std::__1::less<HGMetalDeviceInfo const*>, true>, std::__1::allocator<std::__1::pair<HGMetalDeviceInfo const* const, HGRef<HGMetalContext>>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<__HGStats_private::RoiStatsID<HGNode>, __HGStats_private::RoiStats>, std::__1::__map_value_compare<__HGStats_private::RoiStatsID<HGNode>, std::__1::pair<__HGStats_private::RoiStatsID<HGNode> const, __HGStats_private::RoiStats>, std::__1::less<__HGStats_private::RoiStatsID<HGNode>>, true>, std::__1::allocator<std::__1::pair<__HGStats_private::RoiStatsID<HGNode> const, __HGStats_private::RoiStats>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<__HGStats_private::RoiStatsID<std::type_info const>, __HGStats_private::RoiStats>, std::__1::__map_value_compare<__HGStats_private::RoiStatsID<std::type_info const>, std::__1::pair<__HGStats_private::RoiStatsID<std::type_info const> const, __HGStats_private::RoiStats>, std::__1::less<__HGStats_private::RoiStatsID<std::type_info const>>, true>, std::__1::allocator<std::__1::pair<__HGStats_private::RoiStatsID<std::type_info const> const, __HGStats_private::RoiStats>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<HGMetalSamplerStateCache::Info, HGMTLSamplerStateType>, std::__1::__map_value_compare<HGMetalSamplerStateCache::Info, std::__1::pair<HGMetalSamplerStateCache::Info const, HGMTLSamplerStateType>, std::__1::less<HGMetalSamplerStateCache::Info>, true>, std::__1::allocator<std::__1::pair<HGMetalSamplerStateCache::Info const, HGMTLSamplerStateType>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<HGPixelBufferObj*, unsigned long long>, std::__1::__map_value_compare<HGPixelBufferObj*, std::__1::pair<HGPixelBufferObj* const, unsigned long long>, std::__1::less<HGPixelBufferObj*>, true>, std::__1::allocator<std::__1::pair<HGPixelBufferObj* const, unsigned long long>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<HGNode*, __HGStats_private::StatsTimer>, std::__1::__map_value_compare<HGNode*, std::__1::pair<HGNode* const, __HGStats_private::StatsTimer>, std::__1::less<HGNode*>, true>, std::__1::allocator<std::__1::pair<HGNode* const, __HGStats_private::StatsTimer>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<HGNode*, __HGStats_private::StatsProfile>, std::__1::__map_value_compare<HGNode*, std::__1::pair<HGNode* const, __HGStats_private::StatsProfile>, std::__1::less<HGNode*>, true>, std::__1::allocator<std::__1::pair<HGNode* const, __HGStats_private::StatsProfile>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<HGNode*, __HGStats_private::NodePixelsStats>, std::__1::__map_value_compare<HGNode*, std::__1::pair<HGNode* const, __HGStats_private::NodePixelsStats>, std::__1::less<HGNode*>, true>, std::__1::allocator<std::__1::pair<HGNode* const, __HGStats_private::NodePixelsStats>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<HGMetalDeviceInfo const*, HGMetalContext*>, std::__1::__map_value_compare<HGMetalDeviceInfo const*, std::__1::pair<HGMetalDeviceInfo const* const, HGMetalContext*>, std::__1::less<HGMetalDeviceInfo const*>, true>, std::__1::allocator<std::__1::pair<HGMetalDeviceInfo const* const, HGMetalContext*>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<std::type_info const*, __HGStats_private::StatsProfile>, std::__1::__map_value_compare<std::type_info const*, std::__1::pair<std::type_info const* const, __HGStats_private::StatsProfile>, std::__1::less<std::type_info const*>, true>, std::__1::allocator<std::__1::pair<std::type_info const* const, __HGStats_private::StatsProfile>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<std::type_info const*, __HGStats_private::NodePixelsStats>, std::__1::__map_value_compare<std::type_info const*, std::__1::pair<std::type_info const* const, __HGStats_private::NodePixelsStats>, std::__1::less<std::type_info const*>, true>, std::__1::allocator<std::__1::pair<std::type_info const* const, __HGStats_private::NodePixelsStats>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<char const*, HGColorConform::hgColorConformRAWToLogEncoding>, std::__1::__map_value_compare<char const*, std::__1::pair<char const* const, HGColorConform::hgColorConformRAWToLogEncoding>, std::__1::less<char const*>, true>, std::__1::allocator<std::__1::pair<char const* const, HGColorConform::hgColorConformRAWToLogEncoding>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<char const*, std::__1::pair<HGColorConform::hgColorConformLogLinearization, HGColorGamma::hgColorGammaLogGamut>>, std::__1::__map_value_compare<char const*, std::__1::pair<char const* const, std::__1::pair<HGColorConform::hgColorConformLogLinearization, HGColorGamma::hgColorGammaLogGamut>>, std::__1::less<char const*>, true>, std::__1::allocator<std::__1::pair<char const* const, std::__1::pair<HGColorConform::hgColorConformLogLinearization, HGColorGamma::hgColorGammaLogGamut>>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<HGLUTCache::LUTEntryFactory*, HGLUTCache*>, std::__1::__map_value_compare<HGLUTCache::LUTEntryFactory*, std::__1::pair<HGLUTCache::LUTEntryFactory* const, HGLUTCache*>, std::__1::less<HGLUTCache::LUTEntryFactory*>, true>, std::__1::allocator<std::__1::pair<HGLUTCache::LUTEntryFactory* const, HGLUTCache*>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<void*, HGGLUniformLocations*>, std::__1::__map_value_compare<void*, std::__1::pair<void* const, HGGLUniformLocations*>, std::__1::less<void*>, true>, std::__1::allocator<std::__1::pair<void* const, HGGLUniformLocations*>>>	1	0
Helium	std::__1::__tree<std::__1::__value_type<unsigned int, HGLimits*>, std::__1::__map_value_compare<unsigned int, std::__1::pair<unsigned int const, HGLimits*>, std::__1::less<unsigned int>, true>, std::__1::allocator<std::__1::pair<unsigned int const, HGLimits*>>>	1	0
Helium	std::__1::__tree<HGNodeInput*, std::__1::less<HGNodeInput*>, std::__1::allocator<HGNodeInput*>>	1	0
Helium	std::__1::__tree<HGMetalTexture*, std::__1::less<HGMetalTexture*>, std::__1::allocator<HGMetalTexture*>>	1	0
Helium	std::__1::__tree<HGNode*, std::__1::less<HGNode*>, std::__1::allocator<HGNode*>>	1	0
Helium	std::__1::__tree<HGNode const*, std::__1::less<HGNode const*>, std::__1::allocator<HGNode const*>>	1	0
Helium	std::__1::basic_ostream<char, std::__1::char_traits<char>>& std::__1::__put_character_sequence[abi:nqe210106]<char, std::__1	1	0
Helium	std::__1::ostreambuf_iterator<char, std::__1::char_traits<char>> std::__1::__pad_and_output[abi:nqe210106]<char, std::__1	1	0
Helium	HGRef<HGPixelBufferObj>* std::__1::vector<HGRef<HGPixelBufferObj>, std::__1::allocator<HGRef<HGPixelBufferObj>>>	1	0
Helium	std::__1::__split_buffer<HGRef<HGPixelBufferObj>, std::__1::allocator<HGRef<HGPixelBufferObj>>&>	1	0
Helium	std::__1::__exception_guard_exceptions<std::__1::_AllocatorDestroyRangeReverse<std::__1::allocator<HGRef<HGPixelBufferObj>>, HGRef<HGPixelBufferObj>*>>	1	0
Helium	void std::__1::__tree_balance_after_insert[abi:nqe210106]<std::__1	1	0
Helium	void std::__1::__introsort<std::__1	1	0
Helium	void std::__1::__sort4[abi:nqe210106]<std::__1	1	0
Helium	void std::__1::__sort5[abi:nqe210106]<std::__1	1	0
Helium	bool std::__1::__insertion_sort_incomplete[abi:nqe210106]<std::__1	1	0
Helium	HGROIsInfo* std::__1::__partial_sort_impl[abi:nqe210106]<std::__1	1	0
Helium	std::__1::vector<HGROIsInfo, std::__1::allocator<HGROIsInfo>>	1	0
Helium	std::__1::pair<std::__1::__deque_iterator<HGRenderJob*, HGRenderJob**, HGRenderJob*&, HGRenderJob***, long, 512l>, std::__1::__deque_iterator<HGRenderJob*, HGRenderJob**, HGRenderJob*&, HGRenderJob***, long, 512l>> std::__1::__move_backward_impl<std::__1::_ClassicAlgPolicy>	1	0
Helium	std::__1::pair<std::__1::__deque_iterator<HGGPUReadbackJob*, HGGPUReadbackJob**, HGGPUReadbackJob*&, HGGPUReadbackJob***, long, 512l>, std::__1::__deque_iterator<HGGPUReadbackJob*, HGGPUReadbackJob**, HGGPUReadbackJob*&, HGGPUReadbackJob***, long, 512l>> std::__1::__move_backward_impl<std::__1::_ClassicAlgPolicy>	1	0
Helium	std::__1::pair<std::__1::__deque_iterator<HGBitmap*, HGBitmap**, HGBitmap*&, HGBitmap***, long, 512l>, std::__1::__deque_iterator<HGBitmap*, HGBitmap**, HGBitmap*&, HGBitmap***, long, 512l>> std::__1::__move_backward_impl<std::__1::_ClassicAlgPolicy>	1	0
Helium	std::__1::pair<std::__1::__deque_iterator<HGUserJob*, HGUserJob**, HGUserJob*&, HGUserJob***, long, 512l>, std::__1::__deque_iterator<HGUserJob*, HGUserJob**, HGUserJob*&, HGUserJob***, long, 512l>> std::__1::__move_backward_impl<std::__1::_ClassicAlgPolicy>	1	0
Helium	std::__1::pair<std::__1::__deque_iterator<HGMemoryManager::Block*, HGMemoryManager::Block**, HGMemoryManager::Block*&, HGMemoryManager::Block***, long, 512l>, std::__1::__deque_iterator<HGMemoryManager::Block*, HGMemoryManager::Block**, HGMemoryManager::Block*&, HGMemoryManager::Block***, long, 512l>> std::__1::__move_backward_impl<std::__1::_ClassicAlgPolicy>	1	0
Helium	void std::__1::__for_each_segment[abi:nqe210106]<std::__1::__deque_iterator<HGRenderJob*, HGRenderJob**, HGRenderJob*&, HGRenderJob***, long, 512l>, std::__1::__move_impl<std::__1::_ClassicAlgPolicy>::_MoveSegment<std::__1::__deque_iterator<HGRenderJob*, HGRenderJob**, HGRenderJob*&, HGRenderJob***, long, 512l>, std::__1	1	0
Helium	void std::__1::__for_each_segment[abi:nqe210106]<std::__1::__deque_iterator<HGGPUReadbackJob*, HGGPUReadbackJob**, HGGPUReadbackJob*&, HGGPUReadbackJob***, long, 512l>, std::__1::__move_impl<std::__1::_ClassicAlgPolicy>::_MoveSegment<std::__1::__deque_iterator<HGGPUReadbackJob*, HGGPUReadbackJob**, HGGPUReadbackJob*&, HGGPUReadbackJob***, long, 512l>, std::__1	1	0
Helium	void std::__1::__for_each_segment[abi:nqe210106]<std::__1::__deque_iterator<HGBitmap*, HGBitmap**, HGBitmap*&, HGBitmap***, long, 512l>, std::__1::__move_impl<std::__1::_ClassicAlgPolicy>::_MoveSegment<std::__1::__deque_iterator<HGBitmap*, HGBitmap**, HGBitmap*&, HGBitmap***, long, 512l>, std::__1	1	0
Helium	void std::__1::__for_each_segment[abi:nqe210106]<std::__1::__deque_iterator<HGUserJob*, HGUserJob**, HGUserJob*&, HGUserJob***, long, 512l>, std::__1::__move_impl<std::__1::_ClassicAlgPolicy>::_MoveSegment<std::__1::__deque_iterator<HGUserJob*, HGUserJob**, HGUserJob*&, HGUserJob***, long, 512l>, std::__1	1	0
Helium	void std::__1::__for_each_segment[abi:nqe210106]<std::__1::__deque_iterator<HGMemoryManager::Block*, HGMemoryManager::Block**, HGMemoryManager::Block*&, HGMemoryManager::Block***, long, 512l>, std::__1::__move_impl<std::__1::_ClassicAlgPolicy>::_MoveSegment<std::__1::__deque_iterator<HGMemoryManager::Block*, HGMemoryManager::Block**, HGMemoryManager::Block*&, HGMemoryManager::Block***, long, 512l>, std::__1::__deque_iterator<HGMemoryManager::Block*, HGMemoryManager::Block**, HGMemoryManager::Block*&, HGMemoryManager	1	0
